,id,title,original_language,release_date,popularity,vote_average,vote_count
7916,411143,Tau,en,2018-06-29,13.738,6.2,1132
7917,387592,Early Man,en,2018-01-26,14.881,6.2,716
7918,375355,Don't Hang Up,en,2016-10-22,16.398,6.2,455
7919,20235,Belle's Magical World,en,1998-02-16,22.501,6.2,424
7920,14008,Cadet Kelly,en,2002-03-07,16.588,6.2,547
7921,11665,Get Smart,en,2008-06-19,22.731,6.2,3278
7922,9457,Deep Rising,en,1998-01-30,20.62,6.2,602
7923,8373,Transformers: Revenge of the Fallen,en,2009-06-19,28.243,6.2,7869
7924,454293,Night School,en,2018-09-27,18.709,6.2,1535
7925,335778,Risen,en,2016-02-18,22.735,6.2,756
7926,93837,So Undercover,en,2012-12-06,17.982,6.2,1071
7927,11896,Throw Momma from the Train,en,1987-12-11,11.989,6.2,484
7928,338676,Extinction,en,2015-08-07,15.506,6.2,595
7929,264999,Magic Mike XXL,en,2015-07-01,16.883,6.2,1665
7930,81390,A Lonely Place to Die,en,2011-04-09,14.843,6.2,515
7931,13200,Red,en,2008-08-08,12.881,6.2,215
7932,9619,Dante's Peak,en,1997-02-07,24.755,6.2,1668
7933,492353,Put Grandma in the Freezer,it,2018-03-15,8.605,6.2,669
7934,399796,Life of the Party,en,2018-05-10,16.999,6.2,922
7935,399790,Churchill,en,2017-05-25,10.042,6.2,282
7936,306943,The Outcasts,en,2017-04-14,11.376,6.2,478
7937,178915,Welcome Mr. President!,it,2013-03-21,6.295,6.2,645
7938,11557,St. Elmo's Fire,en,1985-06-28,15.765,6.2,464
7939,11355,Never Been Kissed,en,1999-04-09,18.203,6.2,1355
7940,9836,Happy Feet,en,2006-11-16,45.982,6.2,4698
7941,2185,Big Trouble,en,2002-04-05,9.276,6.2,255
7942,460071,Lizzie,en,2018-09-14,9.188,6.2,226
7943,309886,Blood Father,en,2016-08-11,15.825,6.2,1403
7944,85872,Le Chef,fr,2012-03-07,9.937,6.2,532
7945,85373,StreetDance 2,en,2012-03-30,10.36,6.2,365
7946,31578,Body Bags,en,1993-08-08,9.367,6.2,276
7947,12253,Biker Boyz,en,2003-01-31,15.717,6.2,317
7948,643532,The Card Counter,en,2021-09-03,16.099,6.2,789
7949,452015,Psychokinesis,ko,2018-01-31,14.613,6.2,264
7950,20701,Tales from the Darkside: The Movie,en,1990-05-03,9.507,6.2,321
7951,13474,P2,en,2007-11-09,20.914,6.2,740
7952,11702,The Replacement Killers,en,1998-02-06,17.78,6.2,431
7953,11418,National Lampoon's European Vacation,en,1985-07-25,28.133,6.2,752
7954,10425,The Death and Life of Bobby Z,en,2007-07-23,14.049,6.2,337
7955,2058,Addicted to Love,en,1997-05-23,11.747,6.2,364
7956,700391,65,en,2023-03-02,209.222,6.2,1492
7957,514619,Nobody's Fool,en,2018-10-31,11.2,6.2,269
7958,330070,Terra Formars,ja,2016-04-29,14.181,6.2,226
7959,55846,Blitz,en,2011-05-20,37.081,6.2,1492
7960,22327,Youth in Revolt,en,2009-09-11,13.694,6.2,815
7961,10632,The Hunted,en,2003-03-11,18.659,6.2,687
7962,10070,Feast,en,2005-10-14,16.157,6.2,469
7963,11761,Peacock,en,2010-04-20,12.706,6.2,212
7964,8675,Orgazmo,en,1998-07-02,12.649,6.2,374
7965,7942,"Run, Fatboy, Run",en,2007-09-06,10.863,6.2,615
7966,490445,Dumped,fr,2018-04-18,7.269,6.2,311
7967,13532,Fanboys,en,2009-02-06,12.187,6.2,740
7968,12154,3 Men and a Baby,en,1987-11-27,11.553,6.2,895
7969,11931,In Her Shoes,en,2005-10-07,13.264,6.2,1109
7970,11169,Spartan,en,2004-03-12,11.92,6.2,324
7971,894169,Vendetta,en,2022-05-17,39.344,6.2,221
7972,659067,Earth and Blood,fr,2020-04-17,9.099,6.2,274
7973,11353,Bowfinger,en,1999-08-12,14.478,6.2,748
7974,9285,Road Trip,en,2000-05-19,25.435,6.2,1734
7975,6278,Reign of Fire,en,2002-07-09,15.856,6.2,2024
7976,1370,Rambo III,en,1988-05-24,43.624,6.2,2822
7977,575094,Abigail,en,2019-08-22,16.902,6.2,200
7978,487680,The Kitchen,en,2019-08-08,15.24,6.2,608
7979,400106,Bright,en,2017-12-22,18.4,6.2,5258
7980,78571,Being Flynn,en,2012-03-02,11.939,6.2,231
7981,33278,Deadly Friend,en,1986-10-10,12.597,6.2,216
7982,31052,The Accidental Tourist,en,1988-12-23,11.057,6.2,200
7983,5689,The Blue Lagoon,en,1980-07-05,24.953,6.2,1646
7984,624963,A Babysitter's Guide to Monster Hunting,en,2020-10-14,20.057,6.2,271
7985,209247,The Art of the Steal,en,2013-09-20,12.981,6.2,495
7986,157825,White Bird in a Blizzard,en,2014-08-14,9.81,6.2,678
7987,860623,Last Man Down,en,2021-03-30,68.898,6.2,609
7988,531509,Otherhood,en,2019-08-13,11.566,6.2,423
7989,419831,I Kill Giants,en,2017-11-15,15.924,6.2,1106
7990,219572,Police Story: Lockdown,zh,2013-12-24,14.23,6.2,317
7991,77930,Magic Mike,en,2012-06-28,17.74,6.2,2757
7992,22728,L'amore è eterno finché dura,it,2004-02-20,4.243,6.2,234
7993,10972,Session 9,en,2001-08-10,9.542,6.2,800
7994,9813,The Quiet,en,2005-09-12,14.803,6.2,221
7995,390061,Mark Felt: The Man Who Brought Down the White House,en,2017-09-28,9.19,6.2,451
7996,41479,The Joneses,en,2010-04-16,7.505,6.2,525
7997,13926,Red's Dream,en,1987-08-17,8.853,6.2,287
7998,11824,Teen Wolf,en,1985-08-23,57.674,6.2,1000
7999,9725,Friday the 13th Part 2,en,1981-05-01,30.345,6.2,1430
8000,1809,The Rules of Attraction,en,2002-10-11,13.765,6.2,488
8001,831946,Interceptor,en,2022-05-26,43.604,6.2,631
8002,589984,A Very Bad Friend,fr,2019-09-04,6.833,6.2,259
8003,347126,God's Not Dead 2,en,2016-04-01,24.824,6.2,371
8004,319341,Daddy or Mommy,fr,2015-02-04,7.14,6.2,982
8005,218784,Freaks of Nature,en,2015-10-30,13.127,6.2,495
8006,9889,Shallow Hal,en,2001-11-01,25.789,6.2,2645
8007,9709,My Summer of Love,en,2005-05-05,12.874,6.2,232
8008,4911,Dark Blue,en,2002-12-14,8.022,6.2,271
8009,550035,Christmas Made to Order,en,2018-12-23,12.28,6.2,205
8010,35552,The Extraordinary Adventures of Adèle Blanc-Sec,fr,2010-04-09,22.806,6.2,1165
8011,9573,Blood Work,en,2002-08-09,13.65,6.2,697
8012,8090,Untraceable,en,2008-01-22,10.245,6.2,785
8013,2074,Flirting with Disaster,en,1996-03-22,9.699,6.2,212
8014,340102,The New Mutants,en,2020-04-02,31.946,6.2,3072
8015,272548,Moonwalkers,en,2015-03-14,9.631,6.2,337
8016,14851,The Escapist,en,2008-06-20,9.846,6.2,212
8017,11917,Saw V,en,2008-10-23,57.696,6.2,3046
8018,242022,The Inbetweeners 2,en,2014-08-06,13.107,6.2,443
8019,102362,Dead Man Down,en,2013-03-08,27.541,6.2,1330
8020,64686,47 Ronin,en,2013-12-06,28.203,6.2,3526
8021,42442,Christmas Holidays,it,1983-12-22,4.537,6.2,237
8022,19457,The Yards,en,2000-04-27,13.68,6.2,387
8023,6076,Rabbit Without Ears,de,2007-12-01,9.64,6.2,337
8024,506072,Prospect,en,2018-10-02,25.997,6.2,707
8025,221667,Saint Laurent,fr,2014-09-23,8.712,6.2,267
8026,69798,The Inbetweeners Movie,en,2011-08-19,13.114,6.2,824
8027,663,Saw IV,en,2007-10-24,58.393,6.2,3293
8028,473149,Traffik,en,2018-04-20,21.204,6.2,413
8029,77944,The Worst Week of My Life,it,2011-10-27,5.887,6.1,425
8030,59962,This Means War,en,2012-02-14,18.904,6.1,3132
8031,45658,Everything Must Go,en,2011-05-13,7.62,6.1,541
8032,15413,Don't Tell Mom the Babysitter's Dead,en,1991-06-07,14.056,6.1,370
8033,157829,The Disappearance of Eleanor Rigby: Them,en,2014-05-14,7.197,6.1,264
8034,61717,Wendy Wu: Homecoming Warrior,en,2006-06-16,13.908,6.1,396
8035,58431,Pride and Prejudice and Zombies,en,2016-02-04,23.041,6.1,2011
8036,38543,Ironclad,en,2011-03-03,12.988,6.1,666
8037,2269,Day Watch,ru,2006-01-01,13.101,6.1,466
8038,698,Moonraker,en,1979-06-26,28.368,6.2,1750
8039,279690,He Never Died,en,2015-12-18,9.56,6.1,428
8040,60803,The Suite Life Movie,en,2011-03-25,9.606,6.1,485
8041,582596,The Wrong Missy,en,2020-05-13,21.335,6.1,1067
8042,433356,The Ottoman Lieutenant,en,2017-03-10,14.72,6.1,235
8043,182127,Ip Man: The Final Fight,cn,2013-03-22,2.867,6.1,346
8044,15417,Every Which Way but Loose,en,1978-12-16,23.025,6.1,396
8045,12157,Green Card,en,1990-12-23,10.123,6.1,434
8046,9293,John Tucker Must Die,en,2006-07-27,17.277,6.1,1280
8047,609972,Paranormal Activity: Next of Kin,en,2021-10-29,52.338,6.1,559
8048,457435,Return of the Hero,fr,2018-02-14,8.998,6.1,503
8049,382593,Divorce French Style,fr,2016-12-07,6.19,6.1,557
8050,367147,Buster's Mal Heart,en,2017-05-28,6.967,6.1,257
8051,333381,Return to Sender,en,2015-05-31,13.576,6.1,1132
8052,287903,Krampus,en,2015-11-26,20.083,6.1,1863
8053,522016,The 355,en,2022-01-05,38.612,6.1,848
8054,72545,Journey 2: The Mysterious Island,en,2012-01-19,62.059,6.1,3902
8055,12707,Orca,en,1977-07-22,20.685,6.1,346
8056,9674,Ring 0,ja,2000-01-22,8.766,6.1,217
8057,225565,That Awkward Moment,en,2014-01-29,15.674,6.1,2490
8058,9257,S.W.A.T.,en,2003-08-08,37.844,6.1,2276
8059,4477,The Devil's Own,en,1997-03-13,15.562,6.1,1061
8060,327833,Skin Trade,en,2014-11-07,17.573,6.1,234
8061,284296,Top Five,en,2014-12-12,10.021,6.1,423
8062,13499,"Yours, Mine & Ours",en,2005-11-23,17.673,6.1,765
8063,8247,Jumper,en,2008-02-13,34.94,6.1,5285
8064,59968,Our Idiot Brother,en,2011-08-26,12.944,6.1,865
8065,27274,Frankenhooker,en,1990-06-01,16.53,6.1,254
8066,13387,Transporter 3,en,2008-11-26,33.851,6.1,3059
8067,8916,Antz,en,1998-10-02,34.61,6.1,4093
8068,296,Terminator 3: Rise of the Machines,en,2003-07-02,53.701,6.1,6017
8069,109443,Anchorman 2: The Legend Continues,en,2013-12-18,22.691,6.1,2325
8070,69668,Dream House,en,2011-09-29,10.811,6.1,1261
8071,12412,Miracle at St. Anna,en,2008-09-15,15.768,6.1,324
8072,773975,End of the Road,en,2022-09-09,23.151,6.1,279
8073,464737,The End?,it,2017-08-14,6.626,6.1,359
8074,278774,Zapped,en,2014-06-27,18.459,6.1,572
8075,20850,Ilsa: She Wolf of the SS,en,1975-10-01,25.563,6.1,316
8076,11892,Murder by Numbers,en,2002-04-19,13.475,6.1,906
8077,158990,Wrong Cops,en,2013-12-18,6.558,6.1,251
8078,14240,Maniac Cop,en,1988-05-13,10.746,6.1,395
8079,13455,Push,en,2009-02-04,19.579,6.1,2074
8080,152792,Devil's Knot,en,2013-05-09,11.707,6.1,601
8081,9641,Cheaper by the Dozen 2,en,2005-12-21,23.399,6.1,1846
8082,7007,Rising Sun,en,1993-07-30,14.866,6.1,657
8083,576004,Porno,en,2019-06-28,24.468,6.1,296
8084,530382,In the Shadow of the Moon,en,2019-09-27,26.539,6.1,1248
8085,98567,Chinese Zodiac,cn,2012-12-20,36.676,6.1,725
8086,8978,Assault on Precinct 13,en,2005-01-19,14.395,6.1,966
8087,8141,You Kill Me,en,2007-02-09,6.887,6.1,237
8088,7484,Open Season,en,2006-09-27,27.871,6.1,2487
8089,672582,The Deep House,en,2021-06-30,46.146,6.1,849
8090,507143,Candy Jar,en,2018-04-27,9.506,6.1,469
8091,326285,American Pastoral,en,2016-10-20,11.956,6.1,629
8092,299847,Happily Mixed Up,it,2014-10-30,5.66,6.1,333
8093,87496,The Company You Keep,en,2012-09-06,10.907,6.1,629
8094,45964,When a Stranger Calls,en,1979-10-26,7.321,6.1,209
8095,39436,Sleepless,it,2001-01-05,8.154,6.1,203
8096,8818,Evita,en,1996-12-14,10.943,6.1,426
8097,532671,The Prodigy,en,2019-02-06,14.309,6.1,896
8098,509585,7500,en,2019-12-26,15.706,6.1,721
8099,11234,The Omega Man,en,1971-08-01,13.759,6.1,473
8100,10589,After the Sunset,en,2004-11-12,16.484,6.1,678
8101,9545,Sniper,en,1993-01-29,19.202,6.1,362
8102,4965,Impostor,en,2001-12-03,11.995,6.1,375
8103,1688,Conquest of the Planet of the Apes,en,1972-06-29,16.154,6.1,799
8104,286565,Paper Towns,en,2015-06-18,17.103,6.1,4866
8105,244264,Laggies,en,2014-09-25,11.195,6.1,1063
8106,218836,Planes: Fire & Rescue,en,2014-07-17,24.075,6.1,764
8107,38327,My Best Enemy,it,2006-03-10,4.772,6.1,280
8108,12639,Return of the Seven,en,1966-10-19,17.269,6.1,231
8109,10202,Bedtime Stories,en,2008-12-24,30.466,6.1,2611
8110,8688,Snake Eyes,en,1998-08-07,12.527,6.1,1187
8111,6552,Idle Hands,en,1999-04-30,15.361,6.1,578
8112,576156,The Lovebirds,en,2020-05-22,9.257,6.1,628
8113,395990,Death Wish,en,2018-03-02,39.047,6.1,2340
8114,391714,On Chesil Beach,en,2018-01-19,8.677,6.1,333
8115,320367,Return,en,2015-01-01,4.629,6.1,451
8116,9506,Anger Management,en,2003-04-11,28.541,6.1,2816
8117,1852,World Trade Center,en,2006-08-09,17.346,6.1,1509
8118,268896,Pacific Rim: Uprising,en,2018-03-21,55.583,6.1,4479
8119,49520,The Change-Up,en,2011-08-05,30.992,6.1,2522
8120,13190,Dead Space: Downfall,en,2008-10-27,16.538,6.1,305
8121,12538,Senseless,en,1998-02-20,13.147,6.1,320
8122,115782,Jobs,en,2013-08-16,19.342,6.1,2287
8123,47971,xXx: Return of Xander Cage,en,2017-01-13,91.258,6.1,8484
8124,21845,Rookie of the Year,en,1993-07-07,12.104,6.1,303
8125,17494,Unlawful Entry,en,1992-06-26,14.222,6.1,255
8126,14709,Varsity Blues,en,1999-01-15,14.246,6.1,366
8127,14170,Funny Farm,en,1988-06-03,8.437,6.1,228
8128,583029,Ordinary Happiness,it,2019-03-14,9.118,6.1,253
8129,113148,Prince Avalanche,en,2013-02-13,7.808,6.1,261
8130,34806,The Back-Up Plan,en,2010-04-23,12.454,6.1,1301
8131,12593,Fritz the Cat,en,1972-04-12,11.313,6.1,281
8132,6963,The Weather Man,en,2005-10-20,12.889,6.1,865
8133,537847,The Armadillo's Prophecy,it,2018-09-13,4.94,6.1,241
8134,438347,Wedding Unplanned,fr,2017-04-26,11.316,6.1,440
8135,197796,Beauty and the Beast,fr,2014-02-12,24.502,6.1,1910
8136,10093,The Return,en,2006-11-10,8.729,6.1,592
8137,526896,Morbius,en,2022-03-30,94.578,6.1,3588
8138,70821,Cyberbully,en,2011-07-17,9.616,6.1,449
8139,38289,Eccezzziunale... veramente,it,1982-03-04,4.245,6.1,223
8140,18360,Night at the Museum: Battle of the Smithsonian,en,2009-05-20,33.13,6.1,6359
8141,15577,Crossing Over,en,2009-02-10,12.47,6.1,317
8142,9899,The Producers,en,2005-12-25,13.009,6.1,424
8143,800345,Carter,ko,2022-08-05,71.616,6.1,307
8144,427900,Home Again,en,2017-09-07,17.197,6.1,1120
8145,121936,Happiness Never Comes Alone,fr,2012-06-27,11.035,6.1,400
8146,8592,Dick Tracy,en,1990-04-05,13.336,6.1,839
8147,8078,Alien Resurrection,en,1997-11-12,31.71,6.1,4326
8148,331,Jurassic Park III,en,2001-07-18,1.639,6.1,6526
8149,440918,Teen Spirit,en,2019-04-12,9.256,6.1,291
8150,173897,Resident Evil: The Final Chapter,en,2016-12-23,2.306,6.1,2831
8151,152748,Ain't Them Bodies Saints,en,2013-07-03,8.369,6.1,387
8152,80271,LOL,en,2012-02-10,16.338,6.1,2541
8153,65086,The Woman in Black,en,2012-02-03,17.855,6.1,3243
8154,11699,Bad Lieutenant: Port of Call - New Orleans,en,2009-09-11,21.611,6.1,995
8155,10170,The Russia House,en,1990-12-21,14.168,6.1,250
8156,6341,Blue Thunder,en,1983-02-05,19.716,6.1,402
8157,417644,CHiPS,en,2017-03-23,26.793,6.1,1167
8158,335796,Ouija: Origin of Evil,en,2016-10-20,24.042,6.1,2258
8159,10869,Herbie Rides Again,en,1974-02-12,14.706,6.1,362
8160,6038,Shanghai Knights,en,2003-02-06,23.733,6.1,2047
8161,680593,The Dark and the Wicked,en,2020-10-29,20.604,6.1,336
8162,575417,On the Rocks,en,2020-10-02,10.444,6.1,553
8163,442062,Goosebumps 2: Haunted Halloween,en,2018-10-11,33.092,6.1,1341
8164,97370,Under the Skin,en,2014-03-14,21.326,6.1,3080
8165,10065,The Amityville Horror,en,2005-04-14,36.956,6.1,1994
8166,593402,Tolo Tolo,it,2020-01-01,7.841,6.1,1159
8167,426814,The Domestics,en,2018-06-28,12.635,6.1,392
8168,51588,Prom,en,2011-04-29,13.079,6.1,421
8169,13969,First Daughter,en,2004-09-24,21.813,6.1,804
8170,12778,Greedy,en,1994-03-04,10.669,6.1,223
8171,10468,28 Days,en,2000-04-06,11.825,6.1,882
8172,9642,Asterix and the Vikings,fr,2006-04-05,16.676,6.1,630
8173,582897,Arab Blues,fr,2020-02-12,6.313,6.1,208
8174,291356,In a Valley of Violence,en,2016-10-21,16.068,6.1,520
8175,23830,Last Night,en,2010-11-05,11.309,6.1,699
8176,10945,Jumpin' Jack Flash,en,1986-04-23,8.845,6.1,313
8177,5516,The Ladykillers,en,2004-03-25,10.34,6.1,1443
8178,955,Mission: Impossible II,en,2000-05-24,58.297,6.1,6034
8179,12490,Ordinary Decent Criminal,en,2000-01-07,8.217,6.1,200
8180,65759,Happy Feet Two,en,2011-11-18,38.06,6.1,1451
8181,12145,Fierce Creatures,en,1997-01-23,8.829,6.1,304
8182,10025,Just My Luck,en,2006-05-12,16.77,6.1,1751
8183,446807,The Girl in the Spider's Web,en,2018-10-25,23.569,6.1,1201
8184,419479,The Babysitter,en,2017-10-13,27.163,6.1,3276
8185,301875,Equals,en,2015-07-15,19.164,6.1,1281
8186,192132,Palo Alto,en,2013-12-29,12.269,6.1,804
8187,126277,American Mary,en,2012-05-31,12.93,6.1,447
8188,23049,My Life in Ruins,en,2009-06-05,16.302,6.1,368
8189,9541,Jersey Girl,en,2004-03-25,15.584,6.1,931
8190,455236,Accident Man,en,2018-02-06,23.594,6.1,437
8191,263341,"Crouching Tiger, Hidden Dragon: Sword of Destiny",en,2016-02-18,26.49,6.1,586
8192,13647,The Invincible Iron Man,en,2007-01-23,17.37,6.1,212
8193,10781,The Texas Chainsaw Massacre: The Beginning,en,2006-10-05,46.15,6.1,1579
8194,10562,Under Suspicion,en,2000-08-24,13.196,6.1,397
8195,10185,The Midnight Meat Train,en,2008-08-07,17.421,6.1,972
8196,842544,Transfusion,en,2023-01-05,109.292,6.1,200
8197,369894,Wakefield,en,2017-05-19,7.848,6.1,368
8198,35680,Madeline,en,1998-07-10,9.254,6.1,209
8199,24102,The Land Before Time VII: The Stone of Cold Fire,en,2000-12-05,15.127,6.1,252
8200,10407,Housesitter,en,1992-06-12,14.913,6.1,382
8201,622963,American Son,en,2019-09-12,6.77,6.1,214
8202,363483,12 Gifts of Christmas,en,2015-11-26,11.018,6.1,211
8203,137094,Jack Ryan: Shadow Recruit,en,2014-01-15,26.606,6.1,2638
8204,14819,Heavyweights,en,1995-02-17,13.952,6.1,328
8205,13673,Christmas with the Kranks,en,2004-11-24,16.083,6.1,981
8206,13595,Airheads,en,1994-08-05,14.382,6.1,635
8207,4722,Body Snatchers,en,1993-06-09,21.269,6.1,343
8208,545237,The Nest,en,2020-05-08,10.244,6.1,269
8209,489243,The Hummingbird Project,en,2019-03-15,10.915,6.1,274
8210,111190,Adore,en,2013-04-03,27.023,6.1,895
8211,51447,Trophy Wife,fr,2010-11-10,10.755,6.1,323
8212,767304,Redemption Day,en,2021-01-08,37.556,6.1,233
8213,613080,Once Upon a Time in Bethlehem,it,2019-12-12,7.086,6.1,455
8214,425148,Show Dogs,en,2018-05-18,13.412,6.1,232
8215,16084,Freaky Friday,en,1976-12-17,10.562,6.1,224
8216,13220,Splinter,en,2008-10-31,11.46,6.1,618
8217,12180,Star Wars: The Clone Wars,en,2008-08-05,16.944,6.1,1799
8218,10796,The One,en,2001-11-02,19.156,6.1,1404
8219,10606,The Philadelphia Experiment,en,1984-08-03,14.956,6.1,335
8220,254904,The November Man,en,2014-08-27,20.965,6.1,1350
8221,127372,Emperor,en,2012-09-14,15.611,6.1,222
8222,4599,Raising Helen,en,2004-05-27,11.221,6.1,621
8223,1273,TMNT,en,2007-03-23,56.032,6.1,983
8224,519253,Forgive Us Our Debts,it,2018-05-04,4.88,6.1,269
8225,454294,The Kid Who Would Be King,en,2019-01-16,23.643,6.1,663
8226,419511,Mister Happiness,it,2017-01-01,4.353,6.1,318
8227,296360,Love & Friendship,en,2016-05-26,9.567,6.1,504
8228,13492,Frontier(s),fr,2007-07-01,13.734,6.1,640
8229,574861,No Filter,fr,2019-04-03,6.817,6.1,271
8230,411840,Surf's Up 2: WaveMania,en,2017-02-03,18.519,6.1,233
8231,283378,Fallen,en,2016-11-10,16.231,6.1,1514
8232,208134,Jackass Presents: Bad Grandpa,en,2013-10-22,20.582,6.1,1441
8233,11858,Renaissance Man,en,1994-06-03,8.598,6.1,265
8234,9955,Blades of Glory,en,2007-03-30,20.665,6.1,1599
8235,471014,Wheelman,en,2017-10-20,7.08,6.1,569
8236,415132,Ares,fr,2016-11-23,10.748,6.1,288
8237,408648,Batman and Harley Quinn,en,2017-08-14,20.081,6.1,536
8238,274855,Geostorm,en,2017-10-13,47.978,6.1,4391
8239,153738,Frankenstein's Army,en,2013-01-24,10.654,6.1,222
8240,63493,The Ledge,en,2011-05-06,8.218,6.1,307
8241,11323,The Informant!,en,2009-09-17,13.729,6.1,782
8242,660609,Uncorked,en,2020-03-27,9.084,6.1,210
8243,451955,Double Lover,fr,2017-05-26,12.081,6.1,478
8244,451184,Wasp Network,en,2020-01-29,14.785,6.1,332
8245,425751,The Hero,en,2017-06-09,10.267,6.1,204
8246,399031,Happy End,fr,2017-06-21,9.502,6.1,345
8247,146229,Kristy,en,2014-08-07,9.496,6.1,352
8248,14577,Dirty Work,en,1998-06-12,10.677,6.1,214
8249,11351,Jeepers Creepers 2,en,2003-08-08,55.491,6.1,1435
8250,7342,Carrie,en,2002-11-04,21.367,6.1,427
8251,661804,De Gaulle,fr,2020-03-04,9.238,6.1,250
8252,133790,Clear History,en,2013-08-10,10.281,6.1,279
8253,74726,Juan of the Dead,es,2011-10-14,5.303,6.1,231
8254,10665,The Strangers,en,2008-05-29,21.812,6.1,2155
8255,9730,Friday the 13th: The Final Chapter,en,1984-04-13,28.858,6.1,1143
8256,2768,American Gigolo,en,1980-02-08,22.957,6.1,550
8257,531309,Brightburn,en,2019-05-09,38.384,6.1,2815
8258,523936,Meander,fr,2021-05-26,23.652,6.1,364
8259,381518,Mindhorn,en,2016-10-09,8.681,6.1,256
8260,258284,Every Secret Thing,en,2014-04-20,15.287,6.1,299
8261,109418,Grown Ups 2,en,2013-07-11,93.411,6.1,3874
8262,84348,V/H/S,en,2012-07-28,18.332,6.1,1354
8263,20187,The Eiger Sanction,en,1975-05-21,14.618,6.1,329
8264,13973,Choke,en,2008-09-26,9.558,6.1,349
8265,12583,Ginger Snaps Back: The Beginning,en,2004-07-10,10.476,6.1,228
8266,641501,How I Became a Superhero,fr,2020-11-19,26.827,6.1,447
8267,184345,A Haunted House 2,en,2014-04-17,81.206,6.1,1266
8268,91550,Violet & Daisy,en,2011-09-15,6.127,6.1,230
8269,27022,The Sorcerer's Apprentice,en,2010-07-13,35.517,6.1,4599
8270,11286,The Cannonball Run,en,1981-06-19,14.846,6.1,543
8271,11123,Earthquake,en,1974-11-15,22.934,6.1,285
8272,1656,The Legend of Zorro,en,2005-10-24,25.993,6.1,2637
8273,412209,Tramps,en,2016-09-10,11.094,6.1,209
8274,37786,Sex and the City 2,en,2010-05-26,27.238,6.1,1512
8275,15276,Barely Legal,en,2005-10-21,15.015,6.1,252
8276,10359,Resurrection,en,1999-06-05,17.671,6.1,219
8277,9085,Harlem Nights,en,1989-11-17,14.584,6.1,266
8278,262504,Allegiant,en,2016-03-09,36.295,6.1,6190
8279,127867,The Brass Teapot,en,2012-09-08,11.593,6.1,436
8280,19959,Surrogates,en,2009-09-24,20.527,6.1,2890
8281,1249,Hollywoodland,en,2006-08-31,11.302,6.1,349
8282,457262,Rip Tide,en,2017-10-03,11.365,6.1,439
8283,424121,Apostle,en,2018-09-21,15.164,6.1,1292
8284,331313,Keeping Up with the Joneses,en,2016-10-20,18.066,6.1,1856
8285,84204,Grabbers,en,2012-08-10,19.408,6.1,404
8286,9066,The Brady Bunch Movie,en,1995-02-16,13.457,6.1,259
8287,72358,A Thousand Words,en,2012-03-07,17.56,6.1,1214
8288,18615,Fur: An Imaginary Portrait of Diane Arbus,en,2006-08-30,7.6,6.1,254
8289,17337,The Land Before Time VI: The Secret of Saurus Rock,en,1998-12-01,14.442,6.1,249
8290,14128,Cinderella II: Dreams Come True,en,2002-02-23,60.527,6.1,1317
8291,10489,Cujo,en,1983-08-10,37.262,6.1,876
8292,10345,K-9,en,1989-04-28,12.61,6.1,865
8293,437670,Suck Me Shakespeer 3,de,2017-10-26,20.966,6.1,382
8294,419704,Ad Astra,en,2019-09-17,18.347,6.1,6075
8295,70577,Faces in the Crowd,en,2011-10-25,10.82,6.1,444
8296,569814,Rebels,fr,2019-01-17,7.222,6.1,304
8297,474764,The Lodge,en,2020-01-16,16.341,6.1,1095
8298,141052,Justice League,en,2017-11-15,93.638,6.1,12187
8299,848791,The Stranger,en,2022-10-06,34.961,6.1,225
8300,402331,Hard Target 2,en,2016-07-14,23.625,6.1,219
8301,301502,Blonde,en,2022-09-16,27.497,6.1,1116
8302,11415,House,en,1986-02-27,15.193,6.1,476
8303,48171,The Rite,en,2011-01-28,19.391,6.1,1910
8304,13243,Meet Bill,en,2007-09-07,15.097,6.1,284
8305,1613,The 51st State,en,2001-12-07,13.853,6.1,531
8306,262841,Monster Trucks,en,2016-12-21,23.92,6.1,764
8307,17927,Fired Up!,en,2009-02-20,14.591,6.1,572
8308,7303,Maid in Manhattan,en,2002-12-13,19.975,6.1,1734
8309,4967,Keeping the Faith,en,2000-04-14,9.016,6.1,550
8310,664574,Silent Night,en,2021-12-03,13.333,6.1,371
8311,567970,Lost Girls,en,2020-01-28,13.654,6.1,642
8312,339846,Baywatch,en,2017-05-25,67.027,6.1,7481
8313,10013,Peggy Sue Got Married,en,1986-10-10,14.876,6.1,481
8314,339792,David Brent: Life on the Road,en,2016-08-19,7.543,6.1,327
8315,77951,Walking with Dinosaurs,en,2013-12-18,31.416,6.1,433
8316,53182,300: Rise of an Empire,en,2014-03-05,49.868,6.1,6007
8317,10395,Wolf,en,1994-06-17,13.744,6.1,801
8318,421658,Final Score,en,2018-09-07,14.591,6.1,459
8319,336004,Heist,en,2015-11-13,17.747,6.1,843
8320,272435,Gemma Bovery,fr,2014-09-10,11.32,6.1,280
8321,157834,The Zero Theorem,en,2013-09-20,8.902,6.1,1089
8322,21349,Anywhere but Here,en,1999-11-12,9.752,6.1,247
8323,10153,Sphere,en,1998-02-13,14.229,6.1,1436
8324,10068,Nine 1/2 Weeks,en,1986-02-09,23.275,6.1,867
8325,9103,The Quest,en,1996-04-19,20.729,6.1,607
8326,683127,Earwig and the Witch,ja,2021-01-27,21.046,6.1,212
8327,198287,After the Dark,en,2013-07-06,8.836,6.1,627
8328,55779,Final Destination 5,en,2011-08-12,47.054,6.1,3055
