,id,title,original_language,release_date,popularity,vote_average,vote_count
934,82702,How to Train Your Dragon 2,en,2014-06-05,71.95,7.7,8853
935,567410,System Crasher,de,2019-09-19,7.305,7.7,268
936,27053,Daybreak,fr,1939-06-09,7.554,7.7,201
937,2493,The Princess Bride,en,1987-09-25,33.339,7.7,4137
938,444705,Dave Chappelle: The Age of Spin,en,2017-03-21,6.093,7.7,219
939,399566,Godzilla vs. Kong,en,2021-03-24,133.581,7.7,8994
940,44214,Black Swan,en,2010-12-03,65.34,7.7,13437
941,401698,Hidden Kisses,fr,2016-02-04,10.211,7.7,258
942,1632,Mississippi Burning,en,1988-12-08,16.787,7.7,1448
943,76600,Avatar: The Way of Water,en,2022-12-14,576.46,7.7,9454
944,2433,The Young Girls of Rochefort,fr,1967-03-08,12.021,7.7,516
945,51533,Let the Bullets Fly,zh,2010-12-20,16.119,7.7,237
946,891,All the President's Men,en,1976-01-18,13.983,7.7,1594
947,99,All About My Mother,es,1999-04-16,20.526,7.7,1675
948,439058,Hey Arnold! The Jungle Movie,en,2017-11-23,17.173,7.7,210
949,426426,Roma,es,2018-08-25,11.343,7.7,3668
950,4497,Viridiana,es,1961-05-17,10.346,7.7,451
951,976,Sweet Smell of Success,en,1957-07-04,11.453,7.7,404
952,14580,The Big Heat,en,1953-10-14,10.076,7.7,424
953,2204,Alice in the Cities,de,1974-05-17,7.309,7.7,243
954,8358,Cast Away,en,2000-12-22,44.206,7.7,10432
955,158,Knockin' on Heaven's Door,de,1997-02-20,9.851,7.7,434
956,730840,Trollhunters: Rise of the Titans,en,2021-07-21,30.205,7.7,286
957,336808,Embrace of the Serpent,es,2015-05-25,8.86,7.7,415
958,110160,Laurence Anyways,fr,2012-05-18,12.792,7.7,800
959,877703,Teen Wolf: The Movie,en,2023-01-18,59.053,7.7,661
960,534780,Andhadhun,hi,2018-10-05,12.857,7.7,424
961,981,The Philadelphia Story,en,1940-12-05,12.653,7.7,754
962,320007,Victoria,de,2015-06-11,11.572,7.7,1097
963,28580,The Lost Weekend,en,1945-11-29,21.313,7.7,509
964,4347,Atonement,en,2007-09-07,28.281,7.7,3805
965,1939,Laura,en,1944-10-11,9.64,7.7,692
966,578,Jaws,en,1975-06-20,85.466,7.7,9388
967,676701,"Tad, the Lost Explorer and the Emerald Tablet",es,2022-08-24,62.345,7.7,252
968,580175,Another Round,da,2020-09-24,25.991,7.7,2728
969,702,A Streetcar Named Desire,en,1951-09-18,25.743,7.7,1212
970,50531,Ask Me If I Am Happy,it,2000-12-15,5.342,7.7,1567
971,12548,I Vitelloni,it,1953-09-17,9.743,7.7,603
972,4235,The Sicilian Clan,fr,1969-12-05,12.302,7.7,282
973,261,Cat on a Hot Tin Roof,en,1958-08-29,11.115,7.7,666
974,471707,Corpus Christi,pl,2019-09-10,39.314,7.7,474
975,338729,The Beauty Inside,ko,2015-08-20,14.677,7.7,233
976,37247,The Graduate,en,1967-12-21,24.241,7.7,2979
977,227932,My Mom Is a Character 2,pt,2016-12-22,5.621,7.7,473
978,672322,Rurouni Kenshin: The Beginning,ja,2021-06-04,48.388,7.7,364
979,8832,Il Divo,it,2008-05-28,9.257,7.7,1030
980,1592,Primal Fear,en,1996-03-06,31.42,7.7,3000
981,626872,Emergency Declaration,ko,2022-08-03,51.441,7.6,257
982,10835,The Killer,cn,1989-07-06,17.304,7.6,656
983,431693,Spies in Disguise,en,2019-12-04,41.161,7.6,2540
984,51739,The Secret World of Arrietty,ja,2010-07-16,33.739,7.6,2532
985,11362,The Count of Monte Cristo,en,2002-01-23,32.75,7.6,1577
986,466282,To All the Boys I've Loved Before,en,2018-08-16,41.886,7.6,8009
987,221731,Rurouni Kenshin Part II: Kyoto Inferno,ja,2014-08-01,27.023,7.6,505
988,15251,Eddie Murphy: Delirious,en,1983-10-15,7.073,7.6,286
989,9343,Fitzcarraldo,de,1982-03-02,12.215,7.6,645
990,218,The Terminator,en,1984-10-26,65.165,7.6,11730
991,144288,Berserk: The Golden Age Arc III - The Advent,ja,2013-02-01,19.176,7.6,312
992,15137,Evangelion: 1.0 You Are (Not) Alone,ja,2007-09-01,32.229,7.6,809
993,871,Planet of the Apes,en,1968-02-07,46.304,7.6,3038
994,812,Aladdin,en,1992-11-25,71.174,7.6,10465
995,592807,Papicha,fr,2019-09-21,8.321,7.6,233
996,366170,Yu-Gi-Oh!: The Dark Side of Dimensions,ja,2016-04-23,30.682,7.6,391
997,265169,Winter Sleep,tr,2014-06-13,9.621,7.6,480
998,177945,"Like Father, Like Son",ja,2013-09-28,19.464,7.6,593
999,22292,The Ghost and Mrs. Muir,en,1947-05-25,11.538,7.6,259
1000,14813,Mickey's Christmas Carol,en,1983-10-19,15.399,7.6,793
1001,643,Battleship Potemkin,ru,1925-12-24,15.1,7.6,1021
1002,513434,One Cut of the Dead,ja,2017-11-04,15.657,7.6,666
1003,13980,Sword of the Stranger,ja,2007-09-29,20.127,7.6,354
1004,1093,Elevator to the Gallows,fr,1958-01-29,11.616,7.6,516
1005,899405,Anonymously Yours,es,2021-12-10,13.094,7.6,330
1006,527776,Overcomer,en,2019-08-22,50.21,7.6,226
1007,4995,Boogie Nights,en,1997-10-07,23.229,7.6,2830
1008,514439,Breakthrough,en,2019-04-10,25.289,7.6,977
1009,3309,Mildred Pierce,en,1945-10-20,10.953,7.6,337
1010,1726,Iron Man,en,2008-04-30,85.917,7.6,24705
1011,207703,Kingsman: The Secret Service,en,2014-12-13,69.221,7.6,15546
1012,876792,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,ja,2022-11-25,134.531,7.6,257
1013,629542,The Bad Guys,en,2022-03-17,87.387,7.6,1600
1014,568124,Encanto,en,2021-10-13,315.88,7.6,8476
1015,180299,The Raid 2,id,2014-03-27,28.542,7.6,2104
1016,25188,The Last Picture Show,en,1971-10-03,15.858,7.6,577
1017,12093,Lilya 4-ever,sv,2002-08-23,18.157,7.6,474
1018,212,Arsenic and Old Lace,en,1944-09-01,11.826,7.6,813
1019,596054,Heroic Losers,es,2019-08-15,8.195,7.6,507
1020,313297,Kubo and the Two Strings,en,2016-08-18,32.95,7.6,3329
1021,530079,Ride Your Wave,ja,2019-06-21,22.023,7.6,278
1022,55,Amores Perros,es,2000-06-16,28.108,7.6,2300
1023,234567,Get a Horse!,en,2013-11-27,5.974,7.6,224
1024,30020,Taste of Cherry,fa,1997-09-28,16.497,7.6,493
1025,910,The Big Sleep,en,1946-08-23,17.667,7.6,898
1026,12501,The Big Country,en,1958-09-30,24.067,7.6,294
1027,793,Blue Velvet,en,1986-09-19,24.343,7.6,2918
1028,517093,Balkan Line,ru,2019-03-21,23.981,7.6,276
1029,12219,12 Angry Men,en,1997-08-17,13.129,7.6,275
1030,746,The Last Emperor,en,1987-10-04,18.144,7.6,1471
1031,576,The Wild Bunch,en,1969-06-17,16.085,7.6,1040
1032,283995,Guardians of the Galaxy Vol. 2,en,2017-04-19,101.325,7.6,20180
1033,20108,Au Hasard Balthazar,fr,1966-05-25,12.093,7.6,378
1034,10331,Night of the Living Dead,en,1968-10-04,24.735,7.6,2147
1035,1628,Jules and Jim,fr,1962-01-23,10.374,7.6,855
1036,707886,Feel the Beat,en,2020-06-19,20.018,7.6,1039
1037,13363,The Man from Earth,en,2007-06-10,19.654,7.6,2121
1038,10637,Remember the Titans,en,2000-09-29,29.232,7.6,2383
1039,225745,Steins;Gate: The Movie - Load Region of Déjà Vu,ja,2013-04-20,16.585,7.6,281
1040,13386,I'm Starting from Three,it,1981-03-05,6.017,7.6,627
1041,244,King Kong,en,1933-03-15,25.182,7.6,1300
1042,26371,Maurice,en,1987-08-21,10.044,7.6,458
1043,12206,The Testament of Dr. Mabuse,de,1933-04-21,9.083,7.6,210
1044,627725,The Banker,en,2020-03-06,18.829,7.6,759
1045,398978,The Irishman,en,2019-11-01,45.548,7.6,6137
1046,38251,Mediterraneo,it,1991-01-31,11.934,7.6,918
1047,19101,A Little Princess,en,1995-05-10,19.929,7.6,873
1048,13466,October Sky,en,1999-02-19,13.39,7.6,1095
1049,678,Out of the Past,en,1947-11-25,9.746,7.6,497
1050,976573,Elemental,en,2023-06-14,873.249,7.6,774
1051,343,Harold and Maude,en,1971-12-20,10.477,7.6,948
1052,419430,Get Out,en,2017-02-24,63.679,7.6,15912
1053,14624,The Ultimate Gift,en,2007-03-09,28.912,7.6,380
1054,810171,The Valet,en,2022-05-11,60.929,7.6,450
1055,284427,Who Am I,de,2014-09-25,23.584,7.6,1375
1056,25768,"Steamboat Bill, Jr.",en,1928-05-09,9.568,7.6,285
1057,381289,A Dog's Purpose,en,2017-01-19,36.461,7.6,3055
1058,11321,Seven Pounds,en,2008-12-18,22.575,7.6,6310
1059,586863,Les Misérables,fr,2019-11-14,14.117,7.6,1361
1060,18329,Happy Together,cn,1997-05-30,17.158,7.6,570
1061,4960,"Synecdoche, New York",en,2008-10-24,15.656,7.6,1256
1062,1712,Giant,en,1956-11-08,21.55,7.6,608
1063,31216,I Can't Think Straight,en,2008-06-01,21.202,7.6,283
1064,17058,Scarlet Street,en,1945-12-25,9.51,7.6,316
1065,11657,Le Cercle Rouge,fr,1970-10-19,22.659,7.6,548
1066,1678,Godzilla,ja,1954-11-03,19.67,7.6,781
1067,768744,My Hero Academia: World Heroes' Mission,ja,2021-08-06,54.209,7.6,428
1068,4558,Orpheus,fr,1950-09-29,7.495,7.6,219
1069,820,JFK,en,1991-12-20,20.372,7.6,1835
1070,1040148,"Ruby Gillman, Teenage Kraken",en,2023-06-28,1118.854,7.6,510
1071,728118,"Quo Vadis, Aida?",sr,2021-02-26,10.14,7.6,302
1072,309809,The Little Prince,en,2015-07-29,29.47,7.6,2584
1073,1933,The Others,en,2001-08-02,31.9,7.6,5813
1074,722778,The Hand of God,it,2021-11-24,13.563,7.6,1454
1075,612706,Work It,en,2020-08-07,17.225,7.6,1080
1076,599521,Z-O-M-B-I-E-S 2,en,2020-06-13,20.684,7.6,408
1077,642,Butch Cassidy and the Sundance Kid,en,1969-01-15,22.429,7.6,1940
1078,333339,Ready Player One,en,2018-03-28,72.934,7.6,14297
1079,306819,The Danish Girl,en,2015-11-27,14.461,7.6,5467
1080,9444,Anastasia,en,1997-11-20,43.642,7.6,4922
1081,9377,Ferris Bueller's Day Off,en,1986-06-11,28.481,7.6,4422
1082,8429,Paisan,it,1946-12-10,9.241,7.6,267
1083,4481,Manon of the Spring,fr,1986-11-19,12.64,7.6,440
1084,31417,Eyes Without a Face,fr,1960-01-11,8.101,7.6,605
1085,20992,Brother,ru,1997-12-12,12.096,7.6,347
1086,17835,Threads,en,1984-09-23,14.169,7.6,245
1087,13696,Angels with Dirty Faces,en,1938-11-26,8.614,7.6,274
1088,11909,Bullet in the Head,cn,1990-08-17,12.113,7.6,226
1089,489999,Searching,en,2018-08-24,22.449,7.6,3528
1090,585244,I Still Believe,en,2020-03-12,22.901,7.6,1082
1091,293660,Deadpool,en,2016-02-09,118.73,7.6,28724
1092,459670,Monica and Friends: Bonds,pt,2019-06-27,7.036,7.6,261
1093,10754,A Short Film About Killing,pl,1988-03-11,9.544,7.6,304
1094,9693,Children of Men,en,2006-09-22,23.319,7.6,6424
1095,137,Groundhog Day,en,1993-02-11,61.789,7.6,7158
1096,137113,Edge of Tomorrow,en,2014-05-27,52.654,7.6,12714
1097,10322,Being There,en,1979-12-19,10.537,7.6,844
1098,638,Lost Highway,en,1997-01-15,18.776,7.6,2298
1099,3580,Changeling,en,2008-10-24,21.221,7.6,3839
1100,776,The Rules of the Game,fr,1939-07-09,11.418,7.6,500
1101,650,Boyz n the Hood,en,1991-07-12,29.319,7.6,1739
1102,11969,Tombstone,en,1993-12-25,45.513,7.6,1840
1103,614409,To All the Boys: Always and Forever,en,2021-02-12,27.328,7.6,1753
1104,348678,A Man Called Ove,sv,2015-12-25,18.499,7.6,1006
1105,54186,Confessions,ja,2010-06-04,13.218,7.6,801
1106,13830,Shottas,en,2002-02-27,27.374,7.6,277
1107,1654,The Dirty Dozen,en,1967-06-15,29.323,7.6,1062
1108,819,Sleepers,en,1996-10-18,41.01,7.6,3184
1109,21191,Sin Nombre,es,2009-03-20,22.393,7.6,600
1110,5558,The Phantom of Liberty,fr,1974-09-10,10.936,7.6,246
1111,63,Twelve Monkeys,en,1995-12-29,37.602,7.6,7603
1112,614934,Elvis,en,2022-06-22,74.948,7.6,2723
1113,222935,The Fault in Our Stars,en,2014-05-16,37.867,7.6,10597
1114,566525,Shang-Chi and the Legend of the Ten Rings,en,2021-09-01,113.861,7.6,8324
1115,8703,Three Wishes for Cinderella,cs,1973-11-16,15.006,7.6,287
1116,347201,Boruto: Naruto the Movie,ja,2015-08-07,53.468,7.6,1296
1117,14438,Fireproof,en,2008-09-26,30.041,7.6,639
1118,284053,Thor: Ragnarok,en,2017-10-02,109.41,7.6,19388
1119,74308,Detachment,en,2011-04-24,35.326,7.6,1386
1120,38757,Tangled,en,2010-11-24,120.545,7.6,10432
1121,244267,I Origins,en,2014-07-18,13.103,7.6,2991
1122,417261,Forever My Girl,en,2018-01-26,44.476,7.6,1122
1123,364111,The Anthem of the Heart,ja,2015-09-19,21.206,7.6,357
1124,283587,Beasts of No Nation,en,2015-09-11,17.626,7.6,1590
1125,118406,Road to Ninja: Naruto the Movie,ja,2012-07-28,38.803,7.6,892
1126,41411,The Round Up,fr,2010-03-10,15.036,7.6,937
1127,269,Breathless,fr,1960-03-16,13.459,7.6,1605
1128,644089,Blue Bayou,en,2021-09-10,11.985,7.6,222
1129,429450,Pandora,ko,2016-12-07,22.754,7.6,399
1130,47909,Poetry,ko,2010-05-13,7.394,7.6,267
1131,21575,A Prophet,fr,2009-08-26,14.207,7.6,1364
1132,4291,Kikujiro,ja,1999-06-05,16.429,7.6,422
1133,71,Billy Elliot,en,2000-09-28,21.98,7.6,3529
1134,675353,Sonic the Hedgehog 2,en,2022-04-08,213.684,7.6,4120
1135,198375,The Garden of Words,ja,2013-05-31,28.101,7.6,1816
1136,29154,Stand and Deliver,en,1988-03-11,34.114,7.6,294
1137,8073,Band of Outsiders,fr,1964-08-05,12.27,7.6,494
1138,5165,L'Avventura,it,1960-09-14,8.787,7.6,596
1139,863,Toy Story 2,en,1999-10-30,116.191,7.6,12786
1140,228205,The Longest Ride,en,2015-04-09,27.136,7.6,2924
1141,64,Talk to Her,es,2002-03-15,27.432,7.6,1147
1142,966220,Sniper: The White Raven,uk,2022-05-03,192.207,7.6,435
1143,329865,Arrival,en,2016-11-10,70.634,7.6,16414
1144,51857,Cria!,es,1976-06-03,9.514,7.6,211
1145,14784,The Fall,en,2006-09-09,14.486,7.6,1135
1146,9289,The Longest Day,en,1962-09-25,27.37,7.6,836
1147,9912,The World's Fastest Indian,en,2005-10-12,17.486,7.6,622
1148,32600,Seven Chances,en,1925-03-15,7.864,7.6,226
1149,1913,The Sea Inside,es,2004-09-03,10.412,7.6,814
1150,514754,Bao,en,2018-06-15,10.002,7.6,1072
1151,19413,"Ugly, Dirty and Bad",it,1976-09-23,13.275,7.6,267
1152,76341,Mad Max: Fury Road,en,2015-05-13,67.36,7.6,20768
1153,4951,10 Things I Hate About You,en,1999-03-30,35.662,7.6,7302
1154,4922,The Curious Case of Benjamin Button,en,2008-12-25,55.685,7.6,11790
1155,666243,The Witcher: Nightmare of the Wolf,en,2021-08-23,22.581,7.6,823
1156,608317,Hidden Away,it,2020-02-27,5.339,7.6,211
1157,824,Moulin Rouge!,en,2001-05-24,28.151,7.6,4185
1158,24653,The Consequences of Love,it,2004-09-24,7.973,7.6,746
1159,4982,American Gangster,en,2007-11-02,40.592,7.6,4870
1160,900,Bringing Up Baby,en,1938-02-18,14.276,7.6,862
1161,870,Dolls,ja,2002-10-12,5.814,7.6,275
1162,630,The Wizard of Oz,en,1939-08-15,59.837,7.6,5056
1163,246741,What We Do in the Shadows,en,2014-06-19,12.705,7.6,3204
1164,11686,Love and Death,en,1975-06-10,12.736,7.6,767
1165,5482,Rabid Dogs,it,1974-01-01,8.991,7.6,220
1166,616,The Last Samurai,en,2003-12-05,34.278,7.6,6235
1167,682507,Where the Crawdads Sing,en,2022-07-15,40.101,7.6,1259
1168,19995,Avatar,en,2009-12-15,147.169,7.6,29603
1169,13562,My Man Godfrey,en,1936-09-02,11.425,7.6,301
1170,43376,Diary of a Country Priest,fr,1951-02-07,6.864,7.6,218
1171,10363,Purple Noon,fr,1960-03-10,12.233,7.6,388
1172,1544,Imagine Me & You,en,2005-02-01,21.258,7.6,911
1173,220,East of Eden,en,1955-04-10,18.153,7.6,657
1174,660120,The Worst Person in the World,no,2021-10-13,43.383,7.6,950
1175,483184,Dogman,it,2018-05-17,14.407,7.6,2032
1176,264660,Ex Machina,en,2015-01-21,31.786,7.6,12262
1177,57158,The Hobbit: The Desolation of Smaug,en,2013-12-11,61.43,7.6,12151
1178,17431,Moon,en,2009-06-12,17.294,7.6,5183
1179,8327,The Holy Mountain,es,1973-11-29,16.477,7.6,787
1180,127533,Rurouni Kenshin Part I: Origins,ja,2012-08-25,29.282,7.6,706
1181,64690,Drive,en,2011-09-15,49.056,7.6,11598
1182,21849,A Face in the Crowd,en,1957-05-29,7.71,7.6,203
1183,481848,The Call of the Wild,en,2020-02-19,54.398,7.6,3344
1184,11159,Secrets & Lies,en,1996-05-24,9.089,7.6,548
1185,1541,Thelma & Louise,en,1991-05-24,27.079,7.6,2999
1186,1879,Guess Who's Coming to Dinner,en,1967-12-11,16.302,7.6,731
1187,948,Halloween,en,1978-10-24,37.916,7.6,4918
1188,277834,Moana,en,2016-10-13,25.479,7.6,11379
1189,11854,Kuch Kuch Hota Hai,hi,1998-10-16,13.083,7.6,339
1190,2487,Lady Snowblood,ja,1973-12-01,11.822,7.6,305
1191,607259,Fatherhood,en,2021-06-18,31.914,7.6,1239
1192,436969,The Suicide Squad,en,2021-07-28,181.414,7.6,7565
1193,9394,They Call Me Trinity,it,1970-12-22,19.412,7.6,1175
1194,765,Evil Dead II,en,1987-03-13,27.945,7.6,2739
1195,433,Mary Poppins,en,1964-12-17,35.414,7.6,4309
1196,10950,I Am Sam,en,2001-12-28,19.05,7.6,2077
1197,111083,The Body,es,2012-12-21,14.074,7.6,1133
1198,15014,Bianca,it,1984-02-23,5.771,7.6,342
1199,375572,Italian Race,it,2016-04-07,9.717,7.6,911
1200,42801,"Yesterday, Today and Tomorrow",it,1963-12-21,13.681,7.6,373
1201,7214,Coach Carter,en,2005-01-14,51.435,7.6,2583
1202,2013,The Diving Bell and the Butterfly,fr,2007-05-23,11.325,7.6,1051
1203,1579,Apocalypto,en,2006-12-07,73.028,7.6,4979
1204,430,"One, Two, Three",en,1961-12-15,8.551,7.6,326
1205,475888,Tell It to the Bees,en,2018-09-09,21.911,7.6,375
1206,379019,My Blind Date with Life,de,2017-01-26,12.059,7.6,261
1207,829280,Enola Holmes 2,en,2022-11-04,56.303,7.6,2109
1208,624932,Dave Chappelle: Sticks & Stones,en,2019-08-26,8.643,7.6,260
1209,550988,Free Guy,en,2021-08-11,108.948,7.6,7504
1210,484468,The Wolf's Call,fr,2019-02-20,24.211,7.6,1787
1211,433471,Lou,en,2017-06-16,7.469,7.6,348
1212,982,The Manchurian Candidate,en,1962-10-01,16.238,7.6,604
1213,338,"Good Bye, Lenin!",de,2003-02-13,14.894,7.6,2175
1214,71859,We Need to Talk About Kevin,en,2011-09-28,19.319,7.6,2535
1215,13355,Scooby-Doo! Pirates Ahoy!,en,2006-09-19,20.861,7.6,243
1216,1954,The Butterfly Effect,en,2004-01-17,47.204,7.6,6822
1217,588228,The Tomorrow War,en,2021-09-03,107.512,7.6,2725
1218,451915,Beautiful Boy,en,2018-10-12,21.844,7.6,2216
1219,2649,The Game,en,1997-09-12,20.89,7.6,5894
1220,50253,Saint Seiya Heaven Chapter: Overture,ja,2004-02-14,42.271,7.6,232
1221,416144,Hotel Mumbai,en,2019-03-14,18.58,7.6,1363
1222,12102,Kramer vs. Kramer,en,1979-12-07,14.01,7.6,1995
1223,11171,Mysterious Skin,en,2005-03-30,17.541,7.6,868
1224,967,Spartacus,en,1960-10-13,49.492,7.6,1908
1225,507569,The Seven Deadly Sins: Prisoners of the Sky,ja,2018-08-18,10.172,7.6,943
1226,4550,Lady Vengeance,ko,2005-07-29,26.736,7.6,1436
1227,109424,Captain Phillips,en,2013-10-10,24.728,7.6,6352
1228,768362,Missing,en,2023-01-19,55.356,7.6,603
1229,17057,In a Lonely Place,en,1950-05-17,13.64,7.6,483
1230,10778,The Man Who Wasn't There,en,2001-10-26,10.871,7.6,1399
1231,4638,Hot Fuzz,en,2007-02-14,31.475,7.6,6869
1232,3767,Gilda,en,1946-04-25,12.17,7.6,502
1233,221,Rebel Without a Cause,en,1955-10-29,17.153,7.6,1445
1234,11782,Hard Boiled,cn,1992-04-16,16.962,7.6,680
1235,11046,Where Eagles Dare,en,1968-12-04,25.812,7.6,773
1236,3558,"Girl, Interrupted",en,1999-12-21,26.685,7.6,3398
1237,16391,Black Narcissus,en,1947-05-26,10.665,7.5,399
1238,10971,A Night to Remember,en,1958-07-03,15.445,7.6,213
1239,456929,Champions,es,2018-04-06,24.777,7.5,679
1240,256040,Bāhubali: The Beginning,te,2015-07-10,31.038,7.5,687
1241,13413,BURN·E,en,2008-11-17,11.387,7.5,675
1242,782,Gattaca,en,1997-09-07,27.357,7.5,5724
1243,229,The Bride of Frankenstein,en,1935-04-20,18.153,7.6,824
1244,315846,Our Little Sister,ja,2015-06-13,14.53,7.5,400
1245,33997,Desert Flower,en,2009-09-24,19.021,7.5,381
1246,13393,My Father and My Son,tr,2005-11-18,8.723,7.5,274
1247,11688,The Emperor's New Groove,en,2000-12-15,98.587,7.5,6038
1248,451657,Custody,fr,2018-02-07,8.684,7.5,570
1249,216156,Still Life,en,2013-11-28,9.608,7.5,318
1250,38234,Undisputed III: Redemption,en,2010-05-22,74.107,7.5,781
1251,15917,Devdas,hi,2002-07-11,10.731,7.5,295
1252,11040,Little Big Man,en,1970-12-14,9.388,7.5,539
1253,575604,The Call,ko,2020-03-31,24.951,7.5,670
1254,200481,The Blue Umbrella,en,2013-02-12,6.138,7.5,502
1255,8440,Carandiru,pt,2003-03-21,9.526,7.5,477
1256,3133,Badlands,en,1973-10-15,11.878,7.5,1036
1257,47848,Scent of a Woman,it,1974-12-20,9.082,7.5,217
1258,544510,"Cyrano, My Love",fr,2018-11-10,9.282,7.5,442
1259,9040,Serpico,en,1973-12-18,19.179,7.5,1689
1260,3529,The Thin Man,en,1934-05-25,10.273,7.5,396
1261,2009,"4 Months, 3 Weeks and 2 Days",ro,2007-08-24,11.673,7.5,639
1262,1567,I Stand Alone,fr,1998-05-16,14.256,7.5,454
1263,491418,Instant Family,en,2018-11-16,28.895,7.5,2643
1264,308369,Me and Earl and the Dying Girl,en,2015-06-12,12.822,7.5,2400
1265,319,True Romance,en,1993-09-09,32.021,7.5,2414
1266,418472,The Wild Pear Tree,tr,2018-08-08,9.128,7.5,221
1267,335984,Blade Runner 2049,en,2017-10-04,113.495,7.5,12168
1268,36557,Casino Royale,en,2006-11-14,47.042,7.5,9881
1269,860159,Crush,en,2022-04-29,33.722,7.5,353
1270,697843,Extraction 2,en,2023-06-09,533.941,7.5,1610
1271,138843,The Conjuring,en,2013-07-18,138.467,7.5,10552
1272,783,Gandhi,en,1982-11-30,13.866,7.5,2084
1273,747,Shaun of the Dead,en,2004-04-09,35.772,7.5,7672
1274,83389,From Up on Poppy Hill,ja,2011-07-16,25.354,7.5,1522
1275,59436,Midnight in Paris,en,2011-05-11,21.166,7.5,6778
1276,736069,Justice Society: World War II,en,2021-04-27,25.255,7.5,499
1277,13354,"Chill Out, Scooby-Doo!",en,2007-08-31,15.099,7.5,244
1278,375262,The Favourite,en,2018-11-23,15.238,7.5,4799
1279,41245,Peppermint Candy,ko,2000-01-01,9.727,7.5,210
1280,532,A Close Shave,en,1995-04-10,15.251,7.5,703
1281,334541,Manchester by the Sea,en,2016-11-18,22.241,7.5,5345
1282,72213,Courageous,en,2011-09-30,27.552,7.5,310
1283,552178,Dark Waters,en,2019-11-22,25.44,7.5,1831
1284,13396,The Snowman,en,1982-12-26,10.587,7.5,266
1285,9516,Menace II Society,en,1993-05-26,20.183,7.5,673
1286,668742,Father There Is Only One 2,es,2020-07-29,12.792,7.5,504
1287,9366,Donnie Brasco,en,1997-02-27,19.858,7.5,3987
1288,1051,The French Connection,en,1971-10-09,19.941,7.5,1589
1289,28874,Summer Wars,ja,2009-08-01,19.142,7.5,824
1290,11113,My Fair Lady,en,1964-10-21,17.491,7.5,1149
1291,10161,My Left Foot: The Story of Christy Brown,en,1989-04-07,15.994,7.5,806
1292,5708,Control,en,2007-10-05,14.622,7.5,750
1293,1600,The Double Life of Véronique,fr,1991-05-15,14.434,7.5,671
1294,921,Cinderella Man,en,2005-06-02,19.628,7.5,1964
1295,877957,Drifting Home,ja,2022-09-09,25.34,7.5,228
1296,43904,L'Atalante,fr,1934-04-24,8.323,7.5,370
1297,19223,A Pure Formality,fr,1994-05-15,7.853,7.5,310
1298,4593,The Discreet Charm of the Bourgeoisie,fr,1972-09-15,13.618,7.5,678
1299,200085,The Flu,ko,2013-08-14,25.93,7.5,1078
1300,76696,Sidewalls,es,2011-02-01,6.673,7.5,265
1301,37769,The Second Tragic Fantozzi,it,1976-04-15,8.164,7.5,562
1302,16958,The Asphalt Jungle,en,1950-05-12,9.7,7.5,411
1303,12498,Sling Blade,en,1996-08-30,14.568,7.5,687
1304,1883,Malcolm X,en,1992-11-18,13.317,7.5,1462
1305,907,Doctor Zhivago,en,1965-12-22,25.622,7.5,1003
1306,592,The Conversation,en,1974-04-07,15.639,7.5,1485
1307,15999,Vampire Hunter D: Bloodlust,ja,2000-08-25,30.785,7.5,519
1308,10734,Escape from Alcatraz,en,1979-06-22,19.453,7.5,2494
1309,18,The Fifth Element,en,1997-05-02,69.794,7.5,9843
1310,821881,The Swimmers,en,2022-11-24,19.758,7.5,413
1311,12163,The Wrestler,en,2008-09-07,15.188,7.5,3297
1312,966,The Magnificent Seven,en,1960-10-12,35.854,7.5,1564
1313,63311,The Skin I Live In,es,2011-08-17,27.613,7.5,3825
1314,25037,The Life and Death of Colonel Blimp,en,1943-07-26,10.368,7.5,203
1315,16219,Gladiator,en,1992-03-06,33.59,7.5,279
1316,1372,Blood Diamond,en,2006-12-07,35.051,7.5,6921
1317,228326,The Book of Life,en,2014-10-01,45.799,7.5,2404
1318,771077,Rise,fr,2022-03-30,12.185,7.5,321
1319,281957,The Revenant,en,2015-12-25,50.254,7.5,16992
1320,15472,The Girl with the Dragon Tattoo,sv,2009-02-27,22.462,7.5,2702
1321,9016,Treasure Planet,en,2002-11-26,49.634,7.5,3765
1322,571,The Birds,en,1963-03-28,22.294,7.5,3633
1323,339,Night on Earth,en,1991-12-12,12.158,7.5,768
1324,552095,PAW Patrol: Mighty Pups,en,2018-10-04,30.274,7.5,541
1325,5155,Ossessione,it,1944-04-08,8.178,7.5,208
1326,382614,The Book of Henry,en,2017-06-16,32.885,7.5,1209
1327,127585,X-Men: Days of Future Past,en,2014-05-15,53.64,7.5,14333
1328,15371,Lupin the Third: The Castle of Cagliostro,ja,1979-12-15,17.868,7.5,888
1329,13310,Let the Right One In,sv,2008-10-24,12.389,7.5,2644
1330,11178,My Sassy Girl,ko,2001-07-27,15.862,7.5,496
1331,881,A Few Good Men,en,1992-12-11,27.75,7.5,3148
1332,529203,The Croods: A New Age,en,2020-11-25,92.049,7.5,3452
1333,487558,BlacKkKlansman,en,2018-08-09,28.204,7.5,6980
1334,400160,The SpongeBob Movie: Sponge on the Run,en,2020-08-14,97.181,7.5,2691
1335,6620,Sabrina,en,1954-09-10,21.015,7.5,1109
1336,4553,The Machinist,en,2004-02-09,23.309,7.5,5013
